J0901||C09TFININV:0 C09TFININV:5 
J0901A||C09TFININV:0 C09TFININV:4 
J4101|U0001|C09TFININV:0 C09TFININV:22 
J00105||C09TFININV:0 C09TFININV:2 
J30026|USTC0001|C09TFININV:0 C09TFINCM:21 
J3002|USTC0001|C09TFININV:0 C09TFINCM:20 
J41026|U0001|C09TFININV:0 C09TFININV:23 
J0006AS|ZJDE0001|C09TFININV:0 C09TFININV:3 
