J43510|USTN0001|C43PA3N:0 C41TXN1N:17 
J43510|USTN0001H|C43PA3N:0 C41TXN1N:23 
J4312|USTN0004NQ|C43PA3N:0 C43PA3N:3 
J4312|USTN003PKG|C43PA3N:0 C43PA3NNB:5 
J4114|U0013|C43PA3N:0 C41TXN1N:9 
J43500|USTN002PKG|C43PA3N:0 C43PA3NNB:3 
J43500|USTN0002|C43PA3N:0 C41TXN1N:16 
J4312|U0003|C43PA3N:0 C41TXN1N:18 
J43510|USTN001PKG|C43PA3N:0 C43PA3NNB:4 
J4312|USTN0003NQ|C43PA3N:0 C43PA3N:4 
J43500|USTN0002PC|C43PA3N:0 C41TXN3N:16 
J4114|U0006XP|C43PA3N:0 C41TXN3N:2 
J4242|U0002|C43PA3N:0 C41TXN1N:2 
J4312|USTN0002NQ|C43PA3N:0 C43PA3N:5 
J43500|USTN0002H|C43PA3N:0 C41TXN1N:22 
J4242|U0002AN|C43PA3N:0 C41TXN1N:3 
J4312|U0003A|C43PA3N:0 C41TXN1N:24 
J43510|USTN0001PC|C43PA3N:0 C41TXN3N:17 
J4312|U0003NPC|C43PA3N:0 C41TXN3N:18 
J42045|USTN0001|C43PA3N:0 C41TXN1N:8 
J4114|U0013A|C43PA3N:0 C41TXN1N:10 
J4312|USTN0001NQ|C43PA3N:0 C43PA3N:2 
