J4211|USTPOSDBNI|C57:0 C57:19 
J4211|USTPOSINTL|C57:0 C57:8 
J41026|U0001|C57:0 C57ITM:2 
J0005A|POS0001|C57:0 C732POS:22 
J4113|ZJDE0001|C57:0 C732POS:18 C41POS:2 
J4211|USTPOSFLD|C57:0 C57:6 
J4211|USTPOSROLL|C57:0 C57:4 
J4101|U0001|C57:0 C57ITM:1 
J41022||C57:0 C732POS:14 
J42045|USTPOS|C57:0 C57112:2 
J4211|USTPOSNASH|C57:0 C57:5 
J4211|USTPOS|C57:0 C57:3 
J4114|USTPOS|C57:0 C732POS:18 C41POS:3 
J4211|USTPOSEMG|C57:0 C57:7 
J4112|U0011|C57:0 C732POS:18 C41POS:4 
J4211|USTPOSNINV|C57:0 C57:18 
J4211|USTPOSWINV|C57:0 C57:17 
