J4114|U0014|C3115HC:0 C41HTXN:4 
J4114|U0020|C3115HC:0 C41HTXN:8 
J4113|U0001H|C3115HC:0 C41HTXN:21 
J42045|USTH0002|C3115HC:0 C41HTXN:3 C41TXN4H:9 
J4114|U0013B|C3115HC:0 C41HTXN:11 
J4114|U0013C|C3115HC:0 C41HTXN:12 
J4112|U4444|C3115HC:0 C41HTXN:10 
J42045|USTH0002|C3115HC:0 C41TXN4H:9 
J3114|USTF0001|C3115HC:0 C3115HC:20 
J4312|U0003C|C3115HC:0 C41TXN4H:21 
J4113|USTH0001|C3115HC:0 C31115PC:5 
J4114|U0014H|C3115HC:0 C41HTXN:9 
J4312|U0003C|C3115HC:0 C41HTXN:3 C41TXN4H:21 
J4112|U1111A|C3115HC:0 C41HTXN:1 
J4112|U3333|C3115HC:0 C41HTXN:6 
J4312|USTH0003C|C3115HC:0 C43PA3HC:2 
J4114|U0014M|C3115HC:0 C41HTXN:22 
J4112|U2222|C3115HC:0 C41HTXN:7 
J4112|U0004|C3115HC:0 C41HTXN:2 
J4116|U0004|C3115HC:0 C41HTXN:5 
J4116|U0008|C3115HC:0 C3115HC:16 
J4112|ZJDE0001|C3115HC:0 C41HTXN:24 
