J4242|U0002|C31FINTF:0 C3111FPR:12 C41TXN1F:2 
J43500|USTF0002PC|C31FINTF:0 C3111FPK:23 C41F:5 C41TXN1F:12 C41TXN3FPC:4 
J4312|U0003FPC|C31FINTF:0 C3111FPK:23 C41F:5 C41TXN1F:12 C41TXN3FPC:6 
J4112|U0003|C31FINTF:0 C3111FPK:23 C41F:3 C41TXN:5 
J41240|U0003F|C31FINTF:0 C3111FPK:23 C41F:9 C4121F:18 
J4112|U3333|C31FINTF:0 C3111FPK:24 C3121FPACK:18 
J4114|U0006|C31FINTF:0 C3111FPK:23 C41F:3 C41TXN:16 
J31113|USTC0002PR|C31FINTF:0 C3111FPR:10 
J31114|USTF0002|C31FINTF:0 C3111FDF:8 
J4312|USTF0002NQ|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:7 
J57616|USTC0001|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:24 C732F:21 C58F:12 
J4112|U0004|C31FINTF:0 C3111FPK:24 C3121FPACK:21 
J4242|U0002|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:11 C41TXN1F:2 
J43510|USTF0001|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:11 C41TXN1F:17 
J43500|USTF0002H|C31FINTF:0 C3111FPR:12 C41TXN1F:22 
J4211|USTINTLSTD|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:24 C732F:21 C58F:2 
J4113|U0001|C31FINTF:0 C3111FPK:23 C41F:3 C41TXN:10 
J43510|USTF0001PC|C31FINTF:0 C3111FPR:12 C41TXN1F:12 C41TXN3FPC:5 
J4114|U0014|C31FINTF:0 C3111FPK:24 C3121FPACK:19 
J4113|U0001|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:12 
J31114|USTF0001|C31FINTF:0 C3111FPK:8 
J4114|U0005|C31FINTF:0 C3111FPK:23 C41F:3 C41TXN:13 
J4113|U0002|C31FINTF:0 C3111FPK:23 C41F:3 C41TXN:1 
J4112|U4444|C31FINTF:0 C3111FPK:23 C41F:3 C41TXN:22 
J4242|U0002|C31FINTF:0 C3111FPK:23 C41F:5 C41TXN1F:2 
J4242|U0002BF|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:11 C41TXN1F:3 
J3114|USTF0001|C31FINTF:0 C3111FPK:22 
J4242|U0002BF|C31FINTF:0 C3111FPK:23 C41F:5 C41TXN1F:3 
J4114|U0005|C31FINTF:0 C3111FPK:24 C3121FPACK:14 
J4312|U0003FPC|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:11 C41TXN1F:12 C41TXN3FPC:6 
J42045|USTC0001|C31FINTF:0 C3111FPK:23 C41F:24 C732F:21 C58F:17 
J4312|USTF0001NQ|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:2 
J4211|USTINTLSMP|C31FINTF:0 C3111FPK:23 C41F:24 C732F:21 C58F:3 
J3114|USTF0001R|C31FINTF:0 C3111FDF:12 C3115FDF:3 
J43500|USTF0002PC|C31FINTF:0 C3111FPR:12 C41TXN1F:12 C41TXN3FPC:4 
J4116|U0004|C31FINTF:0 C3111FPK:24 C3121FPACK:15 
J4114|U0008|C31FINTF:0 C3111FPK:23 C41F:3 C41TXN:19 
J3114|USTF0001|C31FINTF:0 C3111FDF:12 C3115FDF:12 
J4114|U0013|C31FINTF:0 C3111FPR:12 C41TXN1F:9 
J4112|U0002|C31FINTF:0 C3111FPK:24 C3121FPACK:22 
J43510|USTF0001|C31FINTF:0 C3111FPK:23 C41F:5 C41TXN1F:17 
J4112|U1111|C31FINTF:0 C3111FPK:24 C3121FPACK:20 
J57616|USTC0001|C31FINTF:0 C3111FPK:23 C41F:24 C732F:21 C58F:12 
J41026|U0001|C31FINTF:0 C3111FPK:23 C41F:1 
J4312|USTF0003NQ|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:3 
J4112|U3333|C31FINTF:0 C3111FPK:23 C41F:3 C41TXN:24 
J4211|USTINTLSTD|C31FINTF:0 C3111FPK:23 C41F:24 C732F:21 C58F:2 
J4112|U2222|C31FINTF:0 C3111FPK:23 C41F:3 C41TXN:23 
J4112|U0010|C31FINTF:0 C3111FPK:23 C41F:3 C41TXN:11 
J4312|U0003B|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:11 C41TXN1F:24 
J42045|USTF0001|C31FINTF:0 C3111FPK:23 C41F:5 C41TXN1F:8 
J43510|USTF0001H|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:11 C41TXN1F:23 
J31113|USTF0001|C31FINTF:0 C3111FDF:9 
J4211|USTINTLOTH|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:24 C732F:21 C58F:6 
J31113|USTC0002|C31FINTF:0 C3111FPK:9 
J4114|U0008|C31FINTF:0 C3111FPK:24 C3121FPACK:23 
J42045|USTC0001|C31FINTF:0 C3111FPK:23 C41F:24 C732F:14 
J4116|U0099|C31FINTF:0 C3111FPK:23 C41F:3 C41TXN:12 
J4211|USTINTCSMP|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:24 C732F:21 C58F:7 
J4312|USTF0004NQ|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:6 
J4312|U0003|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:11 C41TXN1F:18 
J42045|USTC0001|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:24 C732F:21 C58F:17 
J4114|U0016|C31FINTF:0 C3111FPK:23 C41F:3 C41TXN:8 
J4312|U0003B|C31FINTF:0 C3111FPK:23 C41F:5 C41TXN1F:24 
J4114|U0013|C31FINTF:0 C3111FPK:23 C41F:5 C41TXN1F:9 
J41026|U0001|C31FINTF:0 C3111FPK:23 C41F:11 C43PA3F:24 C732F:21 C58F:14 C3111FPK2:19 
J43510|USTF0001PC|C31FINTF:0 C3111FPK:23 C41F:5 C41TXN1F:12 C41TXN3FPC:5 
